City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
346,Jalu,LY,76.37,clear sky,29.0331,21.5482,صاحبة الفخامة
347,Dhidhdhoo,MV,81.59,overcast clouds,6.8833,73.1,Dhidhoo beach
349,Siteki,SZ,63.52,overcast clouds,-26.45,31.95,Siteki Hotel
350,Kolokani,ML,85.23,clear sky,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
353,Hambantota,LK,79.25,overcast clouds,6.1241,81.1185,Bungalow 63
354,Lipin Bor,RU,50.59,overcast clouds,60.2622,37.9763,Priozor'ye
355,Juegang,CN,65.91,overcast clouds,32.3174,121.1855,Rudong Y Hotel
356,Ratnagiri,IN,78.64,overcast clouds,16.9833,73.3,Hotel Landmark
357,Necochea,AR,65.82,few clouds,-38.5473,-58.7368,dyd -mar Hotel
358,Vao,NC,68.23,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
359,Marawi,PH,67.87,overcast clouds,7.9986,124.2928,Derogongan Residence
360,Mahajanga,MG,71.62,clear sky,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
361,Camacha,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
362,Zwedru,LR,73.85,broken clouds,6.0667,-8.1281,Elijah Worjloh
363,Ransang,PH,78.22,overcast clouds,8.9603,117.5828,Black and Crystal Sand Campsite
364,Jawhar,SO,75.94,scattered clouds,2.7809,45.5005,Hotel Shabelle
365,Sinnamary,GF,82.17,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
367,Sakakah,SA,83.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
368,Timra,SE,52.68,light rain,62.487,17.3257,Bergefors park
369,Portland,US,60.84,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
370,Roebourne,AU,70.83,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
371,Severnyy,RU,46.44,broken clouds,50.677,36.5532,Full House North Mini-Hotel
372,Saint-Pierre,RE,69.48,clear sky,-21.3393,55.4781,Alize Plage
373,Hadejia,NG,87.1,overcast clouds,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
374,Uthal,PK,81.05,scattered clouds,25.8072,66.6219,Al-Mustafa Hotel
375,Melfi,IT,56.59,overcast clouds,40.9965,15.6514,HOTEL TERME DI RAPOLLA
376,Jauharabad,PK,82.72,clear sky,32.2898,72.2813,MashaAllah Mobiles
378,Quatre Cocos,MU,72.09,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
379,Bikaner,IN,84.33,scattered clouds,28.0167,73.3,The Laxmi Niwas Palace
380,Deulgaon Raja,IN,73.06,overcast clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
381,Puerto Escondido,MX,84.72,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
382,San Andres,CO,87.82,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
383,Havelock,US,64.98,scattered clouds,34.8791,-76.9013,Sherwood Motel
384,Fukue,JP,72.79,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
386,Batticaloa,LK,81.27,overcast clouds,7.7102,81.6924,Grand Star Guest House
387,Cidreira,BR,62.69,clear sky,-30.1811,-50.2056,Hotel Castelo
388,Zhangye,CN,52.57,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
389,Comodoro Rivadavia,AR,69.66,clear sky,-45.8667,-67.5,Austral Hotel
390,Sal Rei,CV,80.8,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
391,Sorland,NO,53.46,light rain,67.667,12.6934,Sjybrygga fiskecamp
392,Gladstone,AU,64.33,scattered clouds,-23.85,151.25,Highpoint International Hotel
393,Ahipara,NZ,55.9,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
394,Turbat,PK,80.4,clear sky,26.0023,63.044,Mubashar Quarters
396,Saint-Denis,FR,63.1,broken clouds,48.9167,2.3333,ibis budget Paris Porte de Montmartre
397,Mulege,MX,87.08,clear sky,26.8833,-111.9833,Casa Granada
398,Waipawa,NZ,50.94,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
399,Iracoubo,GF,81.41,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
400,Soyo,AO,76.08,scattered clouds,-6.1349,12.3689,Hospedaria ndozi'ame
401,Kharian,PK,75.13,clear sky,32.8149,73.8636,Sattarpura ستارپورہ
402,Athens,GR,68.16,scattered clouds,37.9795,23.7162,Safestay Athens
403,Columbia,US,76.23,clear sky,34.0007,-81.0348,Hampton Inn Columbia-Downtown Historic District
404,Kathu,TH,84.74,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
406,North Platte,US,71.11,scattered clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
407,Pontianak,ID,74.35,light rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
408,Salinopolis,BR,82.26,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
410,Kalmunai,LK,81.82,overcast clouds,7.4167,81.8167,VS Villa
411,Naron,ES,62.02,clear sky,43.5167,-8.1528,Marcial
413,Luena,AO,71.02,scattered clouds,-11.7833,19.9167,Hotel Kandamba
414,Marigot,MF,86.09,scattered clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
415,Ilam,NP,66.38,overcast clouds,26.9167,87.9167,चियाबारी कटेज
417,Charters Towers,AU,66.33,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
418,Nampula,MZ,73.35,clear sky,-15.1165,39.2666,Ruby Backpackers
420,Cururupu,BR,83.16,few clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
421,Victoria,HK,84.33,clear sky,22.2855,114.1577,Mini Central
423,Jiwani,PK,80.17,clear sky,25.05,61.7417,Hooth Market
424,Eyl,SO,77.83,overcast clouds,7.9803,49.8164,EYL AQUE SYSTEM
426,Rafaela,AR,80.01,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
428,Serenje,ZM,67.59,clear sky,-13.2325,30.2352,The Kabaso's
429,Hervey Bay,AU,60.03,few clouds,-25.2986,152.8535,Shelly Bay Resort
430,Birr,IE,56.95,overcast clouds,53.0914,-7.9133,County Arms Hotel
431,Kaduqli,SD,72.93,overcast clouds,11.0167,29.7167,Nussyba
432,Amuntai,ID,73.62,overcast clouds,-2.4177,115.2494,Hotel Balqis
433,Hvolsvollur,IS,41.99,overcast clouds,63.7533,-20.2243,Hotel Rangá
434,Odweyne,SO,76.1,broken clouds,9.4092,45.064,Eng Hiirey House
435,Port Hedland,AU,68.05,clear sky,-20.3167,118.5667,The Esplanade Hotel
436,Oxford,GB,62.06,broken clouds,51.7522,-1.256,Malmaison Oxford
437,Shitanjing,CN,45.75,overcast clouds,39.2342,106.3439,Yingbin Hotel
438,Salamanca,ES,70.75,clear sky,40.8333,-6.0,Palacio Carrascalino
439,Mana,GF,82.18,broken clouds,5.6592,-53.7767,LE SAMANA
440,Milkovo,RU,44.35,light rain,54.7167,158.6167,"Hotel ""Geologist"""
441,Mount Isa,AU,67.77,moderate rain,-20.7333,139.5,ibis Styles Mt Isa Verona
442,Issoire,FR,54.66,clear sky,45.55,3.25,ACE Hôtel Issoire
443,Santa Maria,BR,70.9,clear sky,-29.6842,-53.8069,Hotel Morotin
444,Mabaruma,GY,82.6,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
445,Vitoria Da Conquista,BR,80.1,overcast clouds,-14.8661,-40.8394,Hotel Solar Vitória
447,Abu Dhabi,AE,87.82,clear sky,24.4667,54.3667,Beach Rotana
448,Flinders,AU,61.38,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
449,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
450,Trincomalee,LK,80.28,heavy intensity rain,8.5711,81.2335,Welcombe Hotel
451,Lasa,IT,47.35,few clouds,46.6166,10.7002,Pension Feldgärtenhof
452,Varhaug,NO,57.15,light rain,58.6147,5.6457,Jonas Bue
453,Mayo,US,54.39,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
454,Shingu,JP,74.32,broken clouds,33.7333,135.9833,Shingu UI Hotel
455,Martapura,ID,77.09,fog,-3.4167,114.85,Montana Hotel Syariah
457,Korla,CN,51.71,scattered clouds,41.7597,86.1469,Gulisitan Hotel
459,Armeria,MX,84.29,scattered clouds,18.9333,-103.9667,Hotel la Herradura
460,Kosonsoy,UZ,54.16,clear sky,41.2561,71.5508,"Гостиница ""Goldstar'"
461,Calama,CL,72.09,clear sky,-22.4667,-68.9333,Park Hotel Calama
462,Hay River,CA,46.38,broken clouds,60.8156,-115.7999,Ptarmigan Inn
464,Hudiksvall,SE,50.14,light rain,61.729,17.1036,Best Western Hotell Hudik
465,Abhar,IR,63.9,clear sky,36.1468,49.218,مرکز تشخیص رنگ خودرو کرمی
466,Rocha,UY,61.11,broken clouds,-34.4833,-54.3333,Hotel Arrarte
468,Port Arthur,CN,46.62,clear sky,38.8,121.2667,Friendship Hotel
469,Umm Lajj,SA,84.06,clear sky,25.0213,37.2685,Moon light Furnished Units
470,Omboue,GA,76.28,few clouds,-1.5746,9.2618,Hotel Olako
471,Najran,SA,81.25,clear sky,17.4924,44.1277,محمد هادي ال فطيح
473,Dunmore East,IE,61.12,mist,52.1514,-6.9861,The Strand Inn
474,Vaitape,PF,77.79,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
475,Caravelas,BR,77.52,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
476,Berbera,SO,88.72,overcast clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
477,Sao Filipe,CV,78.08,overcast clouds,14.8961,-24.4956,Hotel Xaguate
479,Husavik,IS,42.57,overcast clouds,66.0449,-17.3389,Bjarnabúð
480,Mount Gambier,AU,50.85,light rain,-37.8333,140.7667,The Commodore
482,Yinchuan,CN,50.63,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
483,Moron,AR,71.94,clear sky,-34.6534,-58.6198,Hotel Morón
484,Asosa,ET,60.33,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
486,Banda Aceh,ID,74.43,moderate rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
487,Tocopilla,CL,62.76,few clouds,-22.092,-70.1979,Hotel Galvarino
488,Mangrol,IN,80.22,clear sky,21.1167,70.1167,Hotel The Royal Honours
489,Boulsa,BF,85.95,broken clouds,12.6675,-0.5758,Auberge Relwende
490,Carauari,BR,83.61,overcast clouds,-4.8828,-66.8958,Hotel Fellip
491,Tazmalt,DZ,67.87,moderate rain,36.3868,4.3989,Hôtel Numédia
494,Shenjiamen,CN,68.38,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
496,Suluq,LY,73.99,clear sky,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
497,Kawambwa,ZM,72.61,few clouds,-9.7915,29.0791,Chembe Nsofu
498,Chokwe,MZ,73.49,overcast clouds,-24.5333,32.9833,Complexo Sonho Real
500,Trondheim,NO,51.89,light rain,63.4305,10.3951,Comfort Hotel Trondheim
501,Komsomolskiy,UZ,65.12,broken clouds,40.4272,71.7189,Ikathouse
502,San Cristobal,VE,82.58,few clouds,7.7669,-72.225,Pirineos
503,Puerto Baquerizo Moreno,EC,70.79,broken clouds,-0.9,-89.6,Hotel los Algarrobos
504,Ngunguru,NZ,55.13,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
505,Kiomboi,TZ,74.79,broken clouds,-4.2667,34.3667,Noah DS Site
507,Zhicheng,CN,51.82,overcast clouds,30.2956,111.5047,Wangjiang Building
508,Bela,IN,75.79,light rain,25.9333,81.9833,Raj Bhawan
509,Mkushi,ZM,70.93,clear sky,-13.6202,29.3939,Mkushi Police Club
510,Cabatuan,PH,75.69,overcast clouds,10.8794,122.486,MVC Transient Room
511,Yashkul,RU,66.25,overcast clouds,46.1711,45.3435,"Gostinitsa ""Putnik"""
513,Ugljevik,BA,52.97,overcast clouds,44.6636,19.0203,Lovacka kuca sekcije Glinje
515,Gunjur,GM,82.47,scattered clouds,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
516,Shinjo,JP,55.13,light rain,38.7586,140.3008,New Grand Hotel Shinjo
517,South Valley,US,67.71,overcast clouds,35.0101,-106.6781,desert palms rv park
518,Dong Hoi,VN,77.22,overcast clouds,17.4833,106.6,Nam Long Hotel
520,Siirt,TR,72.9,clear sky,37.9326,41.9403,Barden Otel
521,Oka,CA,67.95,overcast clouds,45.4649,-74.0889,Parc national d'Oka
523,Marsa Matruh,EG,75.4,scattered clouds,31.3525,27.2453,Beau Site
524,Provins,FR,56.95,broken clouds,48.5833,3.1667,Gîte de Corberon
526,Palmer,US,58.64,overcast clouds,42.1584,-72.3287,Wedgewood Motel
528,Koutiala,ML,84.0,clear sky,12.3917,-5.4642,Hotel La Chaumiere
531,Saint Simons,US,73.45,clear sky,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
532,Ewa Beach,US,84.02,overcast clouds,21.3156,-158.0072,Base Lodging
533,Zephyrhills,US,83.95,overcast clouds,28.2336,-82.1812,Microtel Inn & Suites by Wyndham Zephyrhills
534,Filadelfia,US,53.62,mist,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
535,Los Alamos,US,60.04,light rain,35.8881,-106.307,"Holiday Inn Express & Suites Los Alamos Entrada Park, an IHG Hotel"
536,Gat,IL,77.81,clear sky,31.61,34.7642,OlusHome
537,Kashi,CN,56.41,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
540,Damghan,IR,72.21,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
541,Simav,TR,50.76,scattered clouds,39.0882,28.9777,Simav Melisa Otel
542,Oyem,GA,68.34,overcast clouds,1.5995,11.5793,Commissariat de police
545,Labuan,MY,79.16,few clouds,5.2767,115.2417,Tiara Labuan Hotel
546,Abbeville,FR,62.56,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
547,Baracoa,CU,83.98,broken clouds,20.3467,-74.4958,Hostal Rio Miel
548,Parati,BR,68.72,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
549,Surin,TH,74.64,scattered clouds,14.8818,103.4936,One Fu Hotel
550,Brandon,US,84.11,scattered clouds,27.9378,-82.2859,Embassy Suites by Hilton Tampa Brandon
551,Kupang,ID,78.87,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
553,Saint-Francois,FR,53.04,scattered clouds,46.4154,3.9054,Maison Vin d'Hus
554,Houston,US,88.34,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
555,Changde,CN,52.68,overcast clouds,29.0464,111.6783,Kangshida Hotel
557,Moose Factory,CA,48.2,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
558,Bidhuna,IN,77.5,overcast clouds,26.8022,79.5088,Caters Pinku Gupta
559,Ilhabela,BR,67.01,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
560,The Pas,CA,60.82,scattered clouds,53.8251,-101.2541,Wescana Inn
562,Jiayuguan,CN,44.55,overcast clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
563,Awjilah,LY,76.44,clear sky,29.1081,21.2869,المنزل
564,Lerwick,GB,53.6,clear sky,60.1545,-1.1494,The Lerwick Hotel
565,Penapolis,BR,86.23,scattered clouds,-21.4197,-50.0775,Bigs Hotel Ltda
566,Kiunga,PG,72.93,light rain,-6.1219,141.2906,Airport Lodge Kiunga
567,Karratha,AU,70.5,clear sky,-20.7377,116.8463,ibis Styles Karratha
570,San Policarpo,PH,80.91,overcast clouds,12.1791,125.5072,Agapita M. Nicart
571,Pochutla,MX,88.83,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
572,Mashhad,IR,66.34,clear sky,36.297,59.6062,Khanye Sabz Hotel
573,Jardim,BR,89.64,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
574,Ushtobe,KZ,47.79,scattered clouds,45.2514,77.9838,"Gostinitsa ""Diyar"""
575,Mayumba,GA,76.21,few clouds,-3.432,10.6554,LIKWALE LODGE
576,Zdvinsk,RU,43.34,light rain,54.7021,78.661,Hotel Siberia
577,Bemidji,US,70.05,broken clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
578,Mezen,RU,41.02,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
579,Kollam,IN,77.22,overcast clouds,8.8833,76.6,The Raviz Ashtamudi
580,Rogers,US,88.93,clear sky,36.3668,-95.5836,Claremore Motor Inn
581,Zamosc,PL,49.93,overcast clouds,50.7231,23.252,Hotel Renesans
582,Port Blair,IN,77.94,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
583,Uray,RU,46.44,scattered clouds,60.1247,64.7758,Hotel Pioner
584,Corn Island,NI,82.85,overcast clouds,12.1694,-83.0418,Big Fish Guest House
585,Plouzane,FR,61.12,overcast clouds,48.3833,-4.6167,Lymina
586,Broken Hill,AU,62.69,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
587,Okato,NZ,54.52,overcast clouds,-39.2,173.8833,Goodin Country Garden
588,Tarata,BO,81.82,overcast clouds,-17.6167,-66.0167,Hacienda castillo
589,Buritis,BR,85.21,broken clouds,-15.6178,-46.4233,Hotel Rainha do Vale
591,Longyan,CN,71.82,clear sky,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
592,Sterling,US,54.1,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
594,Mata,PT,66.6,clear sky,40.683,-7.4592,Hostel EntryFik
595,Masakin,TN,77.2,few clouds,35.7292,10.5808,DAR EL ANDALOUS Guest house
596,Totskoye,RU,52.52,overcast clouds,52.5248,52.7623,Gostinitsa
597,Kropotkin,RU,60.57,overcast clouds,45.4375,40.5756,Hotel Europe Kropotkin
599,Tahta,EG,80.4,clear sky,26.7693,31.5021,فندق الزيات
600,Lingao,CN,76.5,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
601,Pitimbu,BR,81.19,clear sky,-7.4706,-34.8086,Reserva do Abiaí
602,Saint-Leu,RE,70.63,few clouds,-21.15,55.2833,La Caz Oceane
604,Bay Roberts,CA,59.32,clear sky,47.5999,-53.2648,Stonewall Inn
605,Pinega,RU,44.15,overcast clouds,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
606,Port-Gentil,GA,78.76,broken clouds,-0.7193,8.7815,Fengshui Residence
607,Hirado,JP,69.39,overcast clouds,33.3597,129.5531,Samson Hotel
608,Namwala,ZM,77.07,clear sky,-15.7504,26.4384,Corner Point Lodge
609,Peniche,PT,66.29,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
611,Coihaique,CL,53.55,light intensity shower rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
612,Iranshahr,IR,86.34,clear sky,27.2025,60.6848,نیک سرشت
614,Kailua,US,84.07,overcast clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
615,Moroni,KM,75.33,scattered clouds,-11.7022,43.2551,Hotel Les Arcades
617,Ballina,AU,54.01,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
618,Torzhok,RU,42.85,light rain,57.0436,34.9622,Hotel Torzhok
619,Manta,EC,85.78,few clouds,-0.95,-80.7333,Balandra Hotel
620,Nyimba,ZM,79.65,clear sky,-14.5566,30.8149,Dali Dali Lodge
621,Hokitika,NZ,47.86,light rain,-42.7167,170.9667,Beachfront Hotel Hokitika
623,Cascais,PT,75.51,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
624,Rong Kwang,TH,71.35,few clouds,18.339,100.3174,Rong Kwang Hotel
626,Cordele,US,76.98,clear sky,31.9635,-83.7824,Ramada by Wyndham Cordele
627,Vanimo,PG,76.8,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
629,Deming,US,75.56,clear sky,32.2687,-107.7586,Best Western Deming Southwest Inn
631,Rosario,AR,76.91,clear sky,-32.9468,-60.6393,"Holiday Inn Rosario, an IHG Hotel"
632,Jam Sahib,PK,82.72,overcast clouds,26.2958,68.6292,Al Madina
634,Popondetta,PG,72.32,overcast clouds,-8.7537,148.2534,Timos Transit House
635,Pringsewu,ID,73.27,overcast clouds,-5.3582,104.9744,Urban Style by Front One
636,Kunming,CN,60.73,broken clouds,25.0389,102.7183,昆明佳华广场酒店
637,Mercedes,AR,73.04,clear sky,-34.6515,-59.4307,Posada del Inti Centro
638,Severodvinsk,RU,46.51,overcast clouds,64.5635,39.8302,Park Hotel
639,Nhulunbuy,AU,75.81,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
643,San Carlos De Bariloche,AR,51.55,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
644,Bosaso,SO,87.24,overcast clouds,11.2842,49.1816,Red Sea Hotel
645,Bandarbeyla,SO,77.34,overcast clouds,9.4942,50.8122,JABIR HOTEL
646,Sainte-Claire,CA,63.95,scattered clouds,46.6006,-70.8649,Les Habitations adaptées de Bellechasse
649,Santa Catalina,PH,78.76,overcast clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
650,At-Bashi,KG,41.43,clear sky,41.1702,75.8106,Hostel At-Bashy
651,Songea,TZ,63.88,few clouds,-10.6833,35.65,mtakuja
652,Sault Sainte Marie,CA,64.22,broken clouds,46.5168,-84.3333,Comfort Inn
653,Markova,UA,47.34,overcast clouds,48.6758,24.4138,Vas.VOM
656,Douglas,US,82.58,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
657,Chikwawa,MW,83.82,clear sky,-16.0335,34.8009,Thawale Lodge
658,Bogorodskoye,RU,45.55,overcast clouds,56.55,37.8833,Sosnoviy Bor
659,Pasco,US,84.45,overcast clouds,28.292,-82.4165,Connection Community/Park
660,Razole,IN,76.32,overcast clouds,16.4833,81.8333,Sterling Palavelli Godavari
661,Imeni Babushkina,RU,49.53,overcast clouds,59.7573,43.1285,"Gostevoy Dom ""Usol'ye"""
662,Shadegan,IR,80.55,clear sky,30.6497,48.6647,مسافر خانه ابو ولید
664,Vila,PT,57.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
666,Kirakira,SB,80.83,broken clouds,-10.4544,161.9205,SanBiz Lodge
667,Saint-Augustin,CA,57.47,overcast clouds,51.226,-58.6502,Riverview Inn
668,Maldonado,UY,63.79,overcast clouds,-34.6667,-54.9167,La Cimarrona
669,Xai-Xai,MZ,71.89,light rain,-25.0519,33.6442,Complexo da Familia
671,Torbat-E Jam,IR,65.39,clear sky,35.244,60.6225,White building
672,Baculin,PH,77.7,broken clouds,7.4525,126.5842,Baculin Cove Beach Resort
673,Les Cayes,HT,85.57,broken clouds,18.2,-73.75,Villa Orphee
674,Aleksandrov Gay,RU,59.0,overcast clouds,50.147,48.5704,Gostinitsa
676,Esna,EG,84.22,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
677,Tura,IN,72.93,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
678,Huilong,CN,65.93,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
679,Tabou,CI,76.35,broken clouds,4.423,-7.3528,hotêl doufoulougou
680,Nisia Floresta,BR,86.38,few clouds,-6.0911,-35.2086,Rancho Crepusculo
681,Escanaba,US,76.51,overcast clouds,45.7453,-87.0646,Sunset Lodge
682,Yokadouma,CM,69.06,light rain,3.5167,15.05,Hôtel De Ville De Yokadouma
683,Wewak,PG,79.68,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
